player_id_sofifa,full_name,height_cm,weight_kg,dob,positions,overall_rating,potential,preferred_foot,weak_foot,skill_moves,international_reputation,body_type,specialities,club_name,club_league_id,club_league_name,club_position,club_kit_number,club_joined,club_contract_valid_until,country_name,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_vision,mentality_penalties,mentality_composure,defending_defensive_awareness,defending_standing_tackle,defending_sliding_tackle,goalkeeping_gk_diving,goalkeeping_gk_handling,goalkeeping_gk_kicking,goalkeeping_gk_positioning,goalkeeping_gk_reflexes,play_styles,mentality_attack_position,yearob,monthob,year_club_joined,month_club_joined,CAM,CB,CDM,CM,LB,LM,LW,RB,RM,RW,ST,CAM.1,CB.1,CDM.1,CM.1,GK,LB.1,LM.1,LW.1,RB.1,RM.1,RW.1,ST.1,#Acrobat,#Clinical finisher,#Complete defender,#Complete forward,#Complete midfielder,#Crosser,#Distance shooter,#Dribbler,#FK Specialist,#Playmaker,#Strength,#Tackling,#Tactician,#Acrobat.1,#Aerial threat,#Clinical finisher.1,#Crosser.1,#Distance shooter.1,#Dribbler.1,#FK Specialist.1,#Playmaker.1,#Speedster,#Strength.1,#Tackling.1,#Tactician.1,Acrobatic,Aerial fortress,Anticipate,Block,Bruiser,Chip shot,Cross claimer,Dead ball,Deflector,Enforcer,Far reach,Far throw,Finesse shot,First touch,Footwork,Gamechanger,Incisive pass,Injury prone,Intercept,Inventive,Jockey,Long ball pass,Long throw,Low driven shot,One club player,Pinged pass,Power shot,Precision header,Press proven,Quick step,Rapid,Relentless,Rush out,Slide tackle,Technical,Tiki taka,Trickster,Whipped pass,Acrobatic.1,Aerial fortress.1,Anticipate.1,Block.1,Bruiser.1,Chip shot.1,Cross claimer.1,Dead ball.1,Deflector.1,Enforcer.1,Far reach.1,Far throw.1,Finesse shot.1,First touch.1,Footwork.1,Gamechanger.1,Incisive pass.1,Injury prone.1,Intercept.1,Inventive.1,Jockey.1,Long ball pass.1,Long throw.1,Low driven shot.1,One club player.1,Pinged pass.1,Power shot.1,Precision header.1,Press proven.1,Quick step.1,Rapid.1,Relentless.1,Rush out.1,Slide tackle.1,Technical.1,Tiki taka.1,Trickster.1,Whipped pass.1,std_name,league_name,club,club_id_tm,player_name,player_id_tm,player_url,position,age,nationality,market_value,market_value_eur
231747.0,Kylian Mbappé,182.0,81.0,1998-12-20,ST,91,94,Right,4,5,5,Unique,"#Speedster, #Dribbler, #Distance shooter, #Acrobat, #Clinical finisher, #Complete forward",Real Madrid,53.0,La Liga,ST,10.0,2024-07-01,2029,France,78,92,78,87,87,92,80,69,74,93,97,97,93,91,82,91,90,83,77,86,61,38,83,84,88,26,34,32,13,5,7,11,6,"Quick step, Finesse shot, Acrobatic, Low driven shot, Gamechanger, Rapid, First touch, One club player",91,1998.0,12.0,2024.0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,kylian mbappe,La Liga,Real Madrid,418.0,Kylian Mbappé,342229.0,https://www.transfermarkt.com/kylian-mbappe/profil/spieler/342229,"Kylian Mbappé
Centre-Forward",26.0,Cameroon|France,€180.00m,180000000.0
252371.0,Jude Bellingham,186.0,75.0,2003-06-29,"CAM, CM",90,94,Right,4,4,5,Normal (170-185),"#Dribbler, #Playmaker, #Clinical finisher, #Complete midfielder, #Complete forward",Real Madrid,53.0,La Liga,CAM,5.0,2023-07-01,2029,England,66,88,75,90,77,91,73,68,89,91,81,80,83,91,83,86,85,94,80,87,85,82,90,74,90,77,79,77,14,11,10,5,8,"Relentless, Low driven shot, Gamechanger, Inventive, Slide tackle, Technical, First touch, Injury prone",91,2003.0,6.0,2023.0,7.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,jude bellingham,La Liga,Real Madrid,418.0,Jude Bellingham,581678.0,https://www.transfermarkt.com/jude-bellingham/profil/spieler/581678,"Jude Bellingham
Attacking Midfield",22.0,England|Ireland,€180.00m,180000000.0
239085.0,Erling Haaland,195.0,94.0,2000-07-21,ST,90,92,Left,3,3,5,Unique,"#Aerial threat, #Distance shooter, #Strength, #Clinical finisher, #Complete forward",Manchester City,13.0,Premier League,ST,9.0,2022-07-01,2034,Norway,58,94,83,77,90,79,77,62,66,82,79,92,71,93,69,94,92,76,93,83,88,43,74,90,86,38,47,29,7,14,13,11,7,"Low driven shot, Chip shot, Power shot, Precision header, Acrobatic, Gamechanger, Enforcer",95,2000.0,7.0,2022.0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,erling haaland,Premier League,Manchester City,281.0,Erling Haaland,418560.0,https://www.transfermarkt.com/erling-haaland/profil/spieler/418560,"Erling Haaland
Centre-Forward",25.0,Norway,€180.00m,180000000.0
231443.0,Ousmane Dembélé,178.0,67.0,1997-05-15,"ST, RW, CAM",90,90,Left,5,5,5,Unique,"#Speedster, #Dribbler, #Distance shooter, #Acrobat, #Clinical finisher, #Complete forward",Paris Saint-Germain,16.0,Ligue 1,ST,10.0,2023-08-12,2028,France,80,90,74,89,79,94,85,68,78,94,93,89,94,91,81,91,84,76,69,85,58,45,84,80,88,49,49,39,6,6,14,10,13,"Rapid, Low driven shot, Pinged pass, Inventive, Trickster, Quick step",95,1997.0,5.0,2023.0,8.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,ousmane dembele,Ligue 1 Uber Eats,Paris Saint-Germain,583.0,Ousmane Dembélé,288230.0,https://www.transfermarkt.com/ousmane-dembele/profil/spieler/288230,"Ousmane Dembélé
Centre-Forward",28.0,France,€100.00m,100000000.0
239053.0,Federico Valverde,182.0,78.0,1998-07-22,"CM, CDM, RB",89,90,Right,4,3,4,Unique,"#Playmaker, #Distance shooter, #Tackling, #Tactician, #Complete midfielder",Real Madrid,53.0,La Liga,RDM,8.0,2016-07-22,2029,Uruguay,78,80,63,88,78,84,76,69,88,88,84,92,77,89,68,91,82,93,82,91,81,86,86,59,84,82,87,86,6,10,6,15,8,"Relentless, Power shot, Long ball pass, Intercept, Slide tackle, Aerial fortress, Rapid, Injury prone",86,1998.0,7.0,2016.0,7.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,federico valverde,La Liga,Real Madrid,418.0,Federico Valverde,369081.0,https://www.transfermarkt.com/federico-valverde/profil/spieler/369081,"Federico Valverde
Central Midfield",27.0,Spain|Uruguay,€130.00m,130000000.0
235212.0,Achraf Hakimi,181.0,73.0,1998-11-04,"RB, RM",89,90,Right,4,4,4,Lean (170-185),#Speedster,Paris Saint-Germain,16.0,Ligue 1,RB,2.0,2021-07-06,2029,Morocco,85,80,71,86,74,82,78,80,73,85,89,95,81,90,78,82,84,95,72,77,77,85,78,68,84,82,85,79,10,8,14,6,8,"Relentless, Low driven shot, Whipped pass, Jockey, Anticipate, Press proven, Quick step, One club player",84,1998.0,11.0,2021.0,7.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,achraf hakimi,Ligue 1 Uber Eats,Paris Saint-Germain,583.0,Achraf Hakimi,398073.0,https://www.transfermarkt.com/achraf-hakimi/profil/spieler/398073,"Achraf Hakimi
Right-Back",26.0,Morocco|Spain,€80.00m,80000000.0
230621.0,Gianluigi Donnarumma,196.0,90.0,1999-02-25,GK,89,91,Right,3,1,4,Unique,Unknown,Manchester City,13.0,Premier League,GK,25.0,2025-09-02,2030,Italy,12,12,12,36,8,28,12,14,34,30,50,55,57,87,38,53,73,41,75,18,30,26,60,24,54,21,14,16,90,83,70,87,90,"Deflector, Footwork, One club player",14,1999.0,2.0,2025.0,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,gianluigi donnarumma,Premier League,Manchester City,281.0,Gianluigi Donnarumma,315858.0,https://www.transfermarkt.com/gianluigi-donnarumma/profil/spieler/315858,"Gianluigi Donnarumma
Goalkeeper",25.0,Italy,€40.00m,40000000.0
192119.0,Thibaut Courtois,200.0,96.0,1992-05-11,GK,89,89,Left,3,1,5,Unique,Unknown,Real Madrid,53.0,La Liga,GK,1.0,2018-08-09,2026,Belgium,14,14,13,33,12,13,19,20,35,23,42,52,63,88,45,57,68,38,70,17,23,15,44,27,66,20,18,16,85,89,76,88,90,"Cross claimer, Far throw, Rush out",13,1992.0,5.0,2018.0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,thibaut courtois,La Liga,Real Madrid,418.0,Thibaut Courtois,108390.0,https://www.transfermarkt.com/thibaut-courtois/profil/spieler/108390,"Thibaut Courtois
Goalkeeper",33.0,Belgium,€20.00m,20000000.0
188545.0,Robert Lewandowski,186.0,81.0,1988-08-21,ST,88,88,Right,4,4,5,Unique,#Clinical finisher,FC Barcelona,53.0,La Liga,SUB,9.0,2022-07-18,2026,Poland,76,92,87,84,86,84,79,84,70,88,73,74,77,89,83,89,91,76,89,82,81,49,81,88,87,35,42,19,15,6,12,8,10,"Chip shot, Finesse shot, Power shot, Precision header, Low driven shot, Incisive pass, First touch",90,1988.0,8.0,2022.0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,robert lewandowski,La Liga,FC Barcelona,131.0,Robert Lewandowski,38253.0,https://www.transfermarkt.com/robert-lewandowski/profil/spieler/38253,"Robert Lewandowski
Centre-Forward",37.0,Poland,€10.00m,10000000.0
247635.0,Khvicha Kvaratskhelia,183.0,70.0,2001-02-12,"LW, RW, LM",87,90,Right,5,5,3,Normal (170-185),"#Dribbler, #Acrobat",Paris Saint-Germain,16.0,Ligue 1,RW,7.0,2025-01-17,2029,Georgia,79,81,62,87,64,89,86,74,78,88,85,86,86,84,84,78,87,83,76,86,73,58,85,70,84,53,62,52,9,15,8,14,8,"Inventive, Finesse shot, Gamechanger, Incisive pass, Technical, Trickster",87,2001.0,2.0,2025.0,1.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,khvicha kvaratskhelia,Ligue 1 Uber Eats,Paris Saint-Germain,583.0,Khvicha Kvaratskhelia,502670.0,https://www.transfermarkt.com/khvicha-kvaratskhelia/profil/spieler/502670,"Khvicha Kvaratskhelia
Left Winger",24.0,Georgia,€90.00m,90000000.0
241486.0,Jules Koundé,181.0,84.0,1998-11-12,"RB, CB, RM",87,89,Right,3,3,4,Normal (170-185),Unknown,FC Barcelona,53.0,La Liga,RB,23.0,2022-07-28,2030,France,78,51,80,82,32,78,64,26,75,81,85,83,70,86,78,48,91,87,85,45,78,85,70,43,82,87,86,84,11,10,8,14,13,"Jockey, Long ball pass, Slide tackle, Aerial fortress, Quick step, Relentless",69,1998.0,11.0,2022.0,7.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,jules kounde,La Liga,FC Barcelona,131.0,Jules Koundé,411975.0,https://www.transfermarkt.com/jules-kounde/profil/spieler/411975,"Jules Koundé
Right-Back",23.0,Benin|France,€65.00m,65000000.0
228702.0,Frenkie de Jong,181.0,74.0,1997-05-12,"CM, CDM",87,87,Right,3,4,4,Unique,"#Dribbler, #Playmaker, #Acrobat, #Complete midfielder",FC Barcelona,53.0,La Liga,RDM,21.0,2019-07-01,2029,Netherlands,78,75,72,90,70,86,84,64,87,88,80,83,87,87,79,68,82,87,73,69,74,82,88,53,90,76,78,77,7,13,10,10,9,"Tiki taka, Incisive pass, Inventive, Press proven",78,1997.0,5.0,2019.0,7.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,frenkie de jong,La Liga,FC Barcelona,131.0,Frenkie de Jong,326330.0,https://www.transfermarkt.com/frenkie-de-jong/profil/spieler/326330,"Frenkie de Jong
Central Midfield",21.0,Netherlands,€45.00m,45000000.0
215698.0,Mike Maignan,191.0,89.0,1995-07-03,GK,87,88,Right,4,1,4,Normal (185+),Unknown,AC Milan,31.0,Serie A,GK,16.0,2021-07-01,2026,France,18,15,17,64,16,30,38,16,61,40,65,62,60,85,56,64,82,39,83,20,35,25,65,15,68,23,18,20,84,83,85,84,88,"Far throw, Long ball pass, Footwork, Deflector",15,1995.0,7.0,2021.0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mike maignan,Serie A,AC Milan,5.0,Mike Maignan,182906.0,https://www.transfermarkt.com/mike-maignan/profil/spieler/182906,"Mike Maignan 
Goalkeeper",16.0,France|French Guiana,€25.00m,25000000.0
215441.0,Serhou Guirassy,187.0,82.0,1996-03-12,ST,87,87,Right,4,3,4,Normal (185+),#Clinical finisher,Borussia Dortmund,19.0,Bundesliga,ST,9.0,2024-07-18,2028,Guinea,65,90,88,83,87,83,76,67,72,86,74,71,76,86,77,91,90,84,85,82,76,33,79,83,88,42,44,36,11,8,12,12,8,"Finesse shot, Chip shot, Precision header, Acrobatic, Low driven shot, First touch",90,1996.0,3.0,2024.0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,serhou guirassy,Bundesliga,Borussia Dortmund,16.0,Serhou Guirassy,270541.0,https://www.transfermarkt.com/serhou-guirassy/profil/spieler/270541,"Serhou Guirassy
Centre-Forward",29.0,France|Guinea,€45.00m,45000000.0
256196.0,Willian Pacho,188.0,81.0,2001-10-16,CB,86,89,Left,3,2,3,Normal (185+),Unknown,Paris Saint-Germain,16.0,Ligue 1,LCB,51.0,2024-08-09,2029,Ecuador,46,30,82,77,26,52,47,38,69,69,74,84,63,85,60,46,90,78,89,29,86,83,58,39,81,88,88,81,9,12,12,13,10,"Bruiser, Jockey, Block, Anticipate, One club player",36,2001.0,10.0,2024.0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,willian pacho,Ligue 1 Uber Eats,Paris Saint-Germain,583.0,Willian Pacho,661171.0,https://www.transfermarkt.com/willian-pacho/profil/spieler/661171,"Willian Pacho
Centre-Back",24.0,Ecuador,€65.00m,65000000.0
247819.0,Nico Schlotterbeck,191.0,86.0,1999-12-01,CB,86,88,Left,2,2,3,Normal (185+),"#Tackling, #Strength",Borussia Dortmund,19.0,Bundesliga,CB,4.0,2022-07-01,2027,Germany,70,51,84,78,56,74,67,55,86,72,77,72,68,85,64,81,92,74,87,67,85,84,72,38,78,87,88,87,8,10,8,14,13,"Anticipate, Long ball pass, Jockey, Block, Slide tackle, Long throw",58,1999.0,12.0,2022.0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nico schlotterbeck,Bundesliga,Borussia Dortmund,16.0,Nico Schlotterbeck,388198.0,https://www.transfermarkt.com/nico-schlotterbeck/profil/spieler/388198,"Nico Schlotterbeck 
Centre-Back",25.0,Germany,€40.00m,40000000.0
241096.0,Sandro Tonali,181.0,79.0,2000-05-08,"CDM, CM",86,88,Right,4,3,3,Unique,Unknown,Newcastle United,13.0,Premier League,CDM,8.0,2023-07-03,2029,Italy,78,69,70,86,76,78,75,81,83,85,80,79,76,84,77,85,84,87,82,77,84,84,79,64,84,81,84,81,13,9,8,7,7,"Slide tackle, Relentless, Enforcer",76,2000.0,5.0,2023.0,7.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,sandro tonali,Premier League,Newcastle United,762.0,Sandro Tonali,397033.0,https://www.transfermarkt.com/sandro-tonali/profil/spieler/397033,"Sandro Tonali
Defensive Midfield",25.0,Italy,€75.00m,75000000.0
